ignition,https://ia601905.us.archive.org/12/items/ignition_201612/ignition_djvu.txt
warandpeace,https://ia902607.us.archive.org/14/items/warandpeace02600gut/wrnpc10.txt
annakarenine,https://ia600200.us.archive.org/25/items/annakarninetomei17552gut/17552-8.txt
ulysses,https://ia600203.us.archive.org/15/items/ulysses04300gut/ulyss10.txt
wordlist,https://raw.githubusercontent.com/dwyl/english-words/master/words.txt
